"details","date","city","state","country","shape","summary","report_date","posted_date","image"
"https://nuforc.org/sighting/?id=159959",NA,"Houston","TX","USA","","MADAR Node 118",NA,NA,""
"https://nuforc.org/sighting/?id=159621",NA,"Indianapolis","IN","USA","Light","Leaving boyfriend's work place, turn left onto Producers Lane, see ball of light streak across the sky heading north, then make a hard",NA,NA,""
"https://nuforc.org/sighting/?id=159680",NA,"Monroeville","PA","USA","Unknown","I have seen two things. I don't know if I am crazy or what. The first. This took place as we were talking about UFOs. We see a light, a",NA,NA,""
"https://nuforc.org/sighting/?id=159682",NA,"Aurora","CO","USA","Light","Approximately 23:00,I went outside and looked at the moon. Noticed a cluster of lights west of the moon,thought they were stars.They st",NA,NA,""
"https://nuforc.org/sighting/?id=159847",NA,"Huntsville","AR","USA","Diamond","Diamond shaped UFO 4 white lights on each corner back one slowly fading in/out white to yellow. Electric humming & unusual dog howls",NA,NA,""
"https://nuforc.org/sighting/?id=159685",NA,"Rutland","VT","USA","Disk","Glowing oreo cookie shaped disc like object witnessed moving quickly and silently across the night sky.",NA,NA,""
"https://nuforc.org/sighting/?id=159619",NA,"Roswell","NM","USA","Fireball","Orange balls of light on US 285, just north of Roswell, New Mexico.",NA,NA,""
"https://nuforc.org/sighting/?id=159620",NA,"Amado (Elephant Head)","AZ","USA","Changing","Orange and blue smoke like objests over Elephant Head Az.",NA,NA,""
"https://nuforc.org/sighting/?id=159626",NA,"Salinas Victoria (Mexico)","","Mexico","Other","An object in the shape of a crescent moon was observed at high altitude and speed, white as moonlight, with the circular part towards t",NA,NA,""
"https://nuforc.org/sighting/?id=179052",NA,"Seymour","CT","USA","Rectangle","Me and My fiance on our way to dinner have a rectangular UFO the size of a football field silently fly over car",NA,NA,""
"https://nuforc.org/sighting/?id=159628",NA,"Staten Island","NY","USA","Disk","Grey disk floating in the sky. Completely still, not moving at all.",NA,NA,""
"https://nuforc.org/sighting/?id=159623",NA,"Gaston","SC","USA","Triangle","triangular object with red, green and white rapidly flashing lights, apparently stationary, low in the westerly sky at 17:00",NA,NA,""
"https://nuforc.org/sighting/?id=159630",NA,"Edmond","OK","USA","Egg","Silver UFO seen in Edmond suddenly vanished",NA,NA,""
"https://nuforc.org/sighting/?id=159632",NA,"Abington","PA","USA","Cigar","Ugh. 500PM. Sitting on Bach deck. Two clouds in the sky. Blue sky. Crystal clear. The one small cloud, NE sky, had what looked like a",NA,NA,""
"https://nuforc.org/sighting/?id=159665",NA,"Nebraska City","IA","USA","Circle","3 circle shaped craft flying in triangle formation start spinning and switching places changing directions very quickly",NA,NA,""
"https://nuforc.org/sighting/?id=159667",NA,"Mechanicsburg","PA","USA","Flash","It was a super bright, long lasting flash.",NA,NA,""
"https://nuforc.org/sighting/?id=159957",NA,"Jonesboro","AR","USA","","MADAR Node 143",NA,NA,""
"https://nuforc.org/sighting/?id=159679",NA,"Colombus","OH","USA","Rectangle","rectangular object green trail from entry in atmostphere.",NA,NA,""
"https://nuforc.org/sighting/?id=159666",NA,"North Phoenix","AZ","USA","Flash","I was finishing up working on my wife car when I notice Two white lights in the sky right next to each other. I ran inside to get my wi",NA,NA,""
"https://nuforc.org/sighting/?id=159958",NA,"Houston","TX","USA","","MADAR Node 118",NA,NA,""
"https://nuforc.org/sighting/?id=159670",NA,"Murray","UT","USA","Oval","White oval object zooms toward the mountains",NA,NA,""
"https://nuforc.org/sighting/?id=159668",NA,"Nuevo","CA","USA","Sphere","Orange light seen moving side to side by four witnesses.",NA,NA,""
"https://nuforc.org/sighting/?id=159695",NA,"Oakville","WA","USA","Unknown","It seemed to be scanning the landscape",NA,NA,""
"https://nuforc.org/sighting/?id=159622",NA,"Temecula","CA","USA","Light","On 8:25 pm a bright white light that had what appeared to be illuminated fog surrounding it flew over my house from South to North.",NA,NA,""
"https://nuforc.org/sighting/?id=159624",NA,"Spokane","WA","USA","Circle","Round object in the sky with very bright red, blue and white lights flashing lights",NA,NA,""
"https://nuforc.org/sighting/?id=159883",NA,"Palmdale","CA","USA","Triangle","Three triangular shapes with green lights",NA,NA,""
"https://nuforc.org/sighting/?id=159672",NA,"Las Vegas/Ryolite (between)","NV","USA","Chevron","We were headed from Las Vegas to Ryolite. We were run off the road by lice/ military vehicles at a high rate of speed carrying an aircr",NA,NA,""
"https://nuforc.org/sighting/?id=159961",NA,"West Chazy","NY","USA","","MADAR Node 85",NA,NA,""
"https://nuforc.org/sighting/?id=159615",NA,"Kearney","NE","USA","Light","I was out on the back patio around 4:10 in the morning, looking up at eastern sky, and saw a light move in a arc “like it was doing a t",NA,NA,""
"https://nuforc.org/sighting/?id=159652",NA,"Silver Lake","IN","USA","Disk","Very bright saucer over lake making high pitched sound, causing dog to go nuts.",NA,NA,""
"https://nuforc.org/sighting/?id=159592",NA,"Ithaca","NY","USA","Triangle","Right at that time part of our lights went out in the house.... Not all, Just in the living room; the tv went dark.",NA,NA,""
"https://nuforc.org/sighting/?id=159601",NA,"Columbus","OH","USA","Circle","I was standing outside at 7:20am and noticed a bright gleaming object high up into the sky, it was extremely bright and it was moving a",NA,NA,""
"https://nuforc.org/sighting/?id=159934",NA,"East Providence","RI","USA","Circle","Outside on the back porch at night when I saw something in the sky. Object was circular with red panels on the bottom that looked like",NA,NA,""
"https://nuforc.org/sighting/?id=159713",NA,"Richmond","VA","USA","Changing","This tight shape fanned out into 6 to 7 individual dimly lit red lights in a downward V-shaped formation traveling horizontally.",NA,NA,""
"https://nuforc.org/sighting/?id=159676",NA,"Clarion","PA","USA","Changing","They come back to the same spot frequently.",NA,NA,""
"https://nuforc.org/sighting/?id=159963",NA,"Ajax","ON","Canada","","MADAR Node 41",NA,NA,""
"https://nuforc.org/sighting/?id=160422",NA,"Athens","AL","USA","Other","A command module looking craft.",NA,NA,""
"https://nuforc.org/sighting/?id=159671",NA,"Winslow","AR","USA","Light","We saw a pulsating and hovering bright light in the sky near I-49 at exit 40 to the east and again at exit 45 to the west that had trai",NA,NA,""
"https://nuforc.org/sighting/?id=159839",NA,"Ignacio","CO","USA","Orb","Sunset on ute reservation 4 mile from Ignacio colo. I was driving down the road heading home seen the sunset ion the east of town tha",NA,NA,""
"https://nuforc.org/sighting/?id=159596",NA,"Boise","ID","USA","Disk","photos of bright glittery white lights at 3:30am.",NA,NA,""
"https://nuforc.org/sighting/?id=159598",NA,"Marysville","WA","USA","Rectangle","This was in the NE sector and was about at a 10 O'clock position,noo blinking lights and appeared to be stationery. It appeared to ha",NA,NA,""
"https://nuforc.org/sighting/?id=159604",NA,"Independence","MO","USA","Changing","Reddish orange fire flame dancing in night sky",NA,NA,""
"https://nuforc.org/sighting/?id=159609",NA,"Kingsville","OH","USA","Fireball","There was a motherboard.",NA,NA,""
"https://nuforc.org/sighting/?id=159962",NA,"Independence","MO","USA","","MADAR Node 45",NA,NA,""
"https://nuforc.org/sighting/?id=160715",NA,"FORT WORTH","TX","USA","Other","CUBE SHAPE OBECT SIGHTED IN FORT WORTH TX SEP 20",NA,NA,""
"https://nuforc.org/sighting/?id=159706",NA,"Middleboro","MA","USA","Circle","dark circle hovers and takes off",NA,NA,""
"https://nuforc.org/sighting/?id=159607",NA,"Ellicottville","NY","USA","Disk","They're back and there's more",NA,NA,""
"https://nuforc.org/sighting/?id=159696",NA,"Brush Prairie","WA","USA","Orb","UFO sighting while homeschooling my son. Multiple white objects in sky. Can see that there are different speeds and directions.",NA,NA,""
"https://nuforc.org/sighting/?id=159709",NA,"Flippin","AR","USA","Light","Green light appears and disappears followed by the sound of a jet",NA,NA,""
"https://nuforc.org/sighting/?id=159965",NA,"Spokane","WA","USA","","MADAR Node 37",NA,NA,""
"https://nuforc.org/sighting/?id=159583",NA,"Houston","TX","USA","Formation","Star formation taking place with jumps through triangle. Same old stuff they jump through time to keep the governments in control. Noth",NA,NA,""
"https://nuforc.org/sighting/?id=159573",NA,"The Villages","FL","USA","Light","Two white lights spheres in tandem seen through thin clouds moving fast very fast 2-3 seconds",NA,NA,""
"https://nuforc.org/sighting/?id=159579",NA,"Spokane Valley","WA","USA","Sphere","Lights racing around",NA,NA,""
"https://nuforc.org/sighting/?id=163670",NA,"Allen Park","MI","USA","Circle","Circular objects moving fast",NA,NA,""
"https://nuforc.org/sighting/?id=159582",NA,"Tucson (North of; Pima Co.)","AZ","USA","Sphere","Pulsing white light Spherical object",NA,NA,""
"https://nuforc.org/sighting/?id=159577",NA,"Pointblank","TX","USA","Light","It was 2:00 in the morning on the east side lake livingston right under 190 hwy. My mom and my sister and I were inside the house havin",NA,NA,""
"https://nuforc.org/sighting/?id=159605",NA,"Deerlake","WA","USA","Oval","09/27/2020. Deer Lake Wa sphere 2 minutes. Glowing white sphere size of a golf ball dancing between to motion cameras",NA,NA,""
"https://nuforc.org/sighting/?id=159788",NA,"Mt. Vernon","IN","USA","","MADAR Node 119",NA,NA,""
"https://nuforc.org/sighting/?id=159603",NA,"Scottsdale/Fountain Hills","AZ","USA","Changing","Saw what seemed to be a regular aircraft, but turned out to be a physics defying encounter.",NA,NA,""
"https://nuforc.org/sighting/?id=159782",NA,"Kennebunk","ME","USA","Triangle","Is this a UFO or the government",NA,NA,""
"https://nuforc.org/sighting/?id=159635",NA,"Brighton (UK/England)","","United Kingdom","Changing","Stunning interdimensional craft with ET's inside",NA,NA,""
"https://nuforc.org/sighting/?id=159590",NA,"West Islip","NY","USA","Circle","Two bright red -orange centers fly over Long Island. Disappeared within minutes of each other after traveling north.",NA,NA,""
"https://nuforc.org/sighting/?id=165657",NA,"Glenmoore","PA","USA","Disk","Back yard",NA,NA,""
"https://nuforc.org/sighting/?id=159562",NA,"Fremont","MI","USA","Fireball","Two orange balls silently fly over Michigan from south to north.",NA,NA,""
"https://nuforc.org/sighting/?id=159578",NA,"Biloxi","MS","USA","Fireball","Fiery pulsating orb",NA,NA,""
"https://nuforc.org/sighting/?id=159564",NA,"Johnson City","TN","USA","Unknown","Had to walk my dog and happened to look up in the sky to see the stars, after raining two days it was nice to see a clear sky i noticed",NA,NA,""
"https://nuforc.org/sighting/?id=159561",NA,"Cotter","AR","USA","Other","Oval/triangle/filled in boomerang shaped spacecraft. Lights flashing in a row, noises too loud for aircraft and for its size.",NA,NA,""
"https://nuforc.org/sighting/?id=159602",NA,"Avon","IN","USA","Unknown","Green and Red Ribbon Lights Passing Over My Neighborhood.",NA,NA,""
"https://nuforc.org/sighting/?id=159629",NA,"Powdersville","SC","USA","Circle","Spectacular light sightings above the clouds over the highway",NA,NA,""
"https://nuforc.org/sighting/?id=159935",NA,"Lincoln","NH","USA","Triangle","Two UAPs seen on September 26, 2020 from Pemigewassett Overlook.",NA,NA,""
"https://nuforc.org/sighting/?id=159616",NA,"Bridgewater","MA","USA","Circle","3 round crafts and a hidden 4th",NA,NA,""
"https://nuforc.org/sighting/?id=159567",NA,"Ville Platte","LA","USA","Cigar","White cigar shape flying straight with no sound or light emitted.",NA,NA,""
"https://nuforc.org/sighting/?id=159571",NA,"Ellicottville","NY","USA","Disk","UFO stops by to see Fall Foliage",NA,NA,""
"https://nuforc.org/sighting/?id=159795",NA,"Littlerock","CA","USA","","MADAR Node 56",NA,NA,""
"https://nuforc.org/sighting/?id=159599",NA,"Sanford","FL","USA","Orb","Floating Pulsating Orb",NA,NA,""
"https://nuforc.org/sighting/?id=159797",NA,"Furlong","PA","USA","","MADAR Node 38",NA,NA,""
"https://nuforc.org/sighting/?id=159597",NA,"South Bend/Jacksonville","AR","USA","Diamond","Saturday morning around 3am I was on my front deck looking out into the hay field across the street. It completely dark except for the",NA,NA,""
"https://nuforc.org/sighting/?id=159794",NA,"Edmonds","WA","USA","","MADAR Node 61",NA,NA,""
"https://nuforc.org/sighting/?id=159557",NA,"Huntsville","AL","USA","Light","A flying object was seen traveling SW slowly in a straight line. The object had one red and two green flashing lights. The object insta",NA,NA,""
"https://nuforc.org/sighting/?id=159570",NA,"Sanford","NC","USA","Changing","Spherical ball of orange/yellow/white light changed shape and color to square then disc shape airplanes did come close and light would",NA,NA,""
"https://nuforc.org/sighting/?id=159608",NA,"Fountain Hills","AZ","USA","Light","rotating colored light on a mountain top",NA,NA,""
"https://nuforc.org/sighting/?id=159568",NA,"Kitchener (Canada)","ON","Canada","Orb","Multiple lit orbs. ((Starlink satellites?))",NA,NA,""
"https://nuforc.org/sighting/?id=159558",NA,"Barstow","TX","USA","Fireball","5 fireball UFO' s that changed directions.",NA,NA,""
"https://nuforc.org/sighting/?id=159688",NA,"Plantation","FL","USA","Disk","Black disc shaped saucer seen flying underneath the clouds then shooting up into sky.",NA,NA,""
"https://nuforc.org/sighting/?id=159720",NA,"Miami","FL","USA","Unknown","Unidentifiable Object Seen in Miami Fall 2020!",NA,NA,""
"https://nuforc.org/sighting/?id=159611",NA,"Conneautville","PA","USA","Light","Object would blink every 30 seconds. At first it was stationary. Right by the dipper but then moved to the south west. Second time I ha",NA,NA,""
"https://nuforc.org/sighting/?id=159549",NA,"Lake Alfred","FL","USA","Oval","Pack of lights at sunrise over Legoland Florida area.",NA,NA,""
"https://nuforc.org/sighting/?id=159553",NA,"Victorville","CA","USA","Circle","White circular craft hovering over my house a mile up with 2 black inner circles.",NA,NA,""
"https://nuforc.org/sighting/?id=159792",NA,"Aliquippa","PA","USA","","MADAR Node 68",NA,NA,""
"https://nuforc.org/sighting/?id=159554",NA,"Orlando","FL","USA","Triangle","Huge triangle Shape with flashing lights craft hovering seen from I4 highway.",NA,NA,""
"https://nuforc.org/sighting/?id=160823",NA,"Modesto","CA","USA","Light","Silent orangish lights, 4 of them flying low.",NA,NA,""
"https://nuforc.org/sighting/?id=160250",NA,"Altoona","PA","USA","Disk","On September 24,2020 I saw one large object saucer with lights in sky size of a bus. It was at 10:43 p.m. at night flying across the sk",NA,NA,""
"https://nuforc.org/sighting/?id=159535",NA,"Weston","WV","USA","Fireball","Fireball like object seen in sky from Weston WV.",NA,NA,""
"https://nuforc.org/sighting/?id=159544",NA,"Dallas Center","IA","USA","Light","Multi colored flashing object zig zags across the sky, then splits into a triangle and disappears.",NA,NA,""
"https://nuforc.org/sighting/?id=159541",NA,"Parker","CO","USA","Other","Giant bright blue beam shot across the sky.",NA,NA,""
"https://nuforc.org/sighting/?id=159543",NA,"Coventry","CT","USA","Light","Big bright light above me in the night sky hovered for a moment before getting dim and flying away.",NA,NA,""
"https://nuforc.org/sighting/?id=159542",NA,"Georgetown","CO","USA","Light","Bright star like object during daylight appear, vanish, reappear, then vanish.",NA,NA,""
"https://nuforc.org/sighting/?id=159790",NA,"Payson","IL","USA","","MADAR Node 97",NA,NA,""
"https://nuforc.org/sighting/?id=161406",NA,"WHITE TWP.","NJ","USA","Disk","2 OBJECTS NOT SEEN UNTIL EXPOSED",NA,NA,""
"https://nuforc.org/sighting/?id=159929",NA,"Scottsdale","AZ","USA","Disk","UFO spotted north of Scottsdale Airpark Sept 24, 8:37AM. White tic-tac shaped UFO stationary, then moves at incredible speed.",NA,NA,""
"https://nuforc.org/sighting/?id=159540",NA,"Windham","NH","USA","Triangle","2nd ufo sighting same place.",NA,NA,""
"https://nuforc.org/sighting/?id=159789",NA,"Santa Claus","IN","USA","","MADAR Node 114",NA,NA,""
"https://nuforc.org/sighting/?id=159538",NA,"Tecumseh (Canada)","ON","Canada","Triangle","Single object hoovering over a baseball diamond / arena. Object appeared to be triangular with 3 white lights on each side and one sing",NA,NA,""
"https://nuforc.org/sighting/?id=159526",NA,"Fort Collins","CO","USA","Triangle","Silent black triangle with faint lights.",NA,NA,""
"https://nuforc.org/sighting/?id=160140",NA,"Virginia Beach","VA","USA","Fireball","They were fast red orbs that gravitated to a pulsating light of of the water of the ocean.",NA,NA,""
"https://nuforc.org/sighting/?id=159532",NA,"Ronkonkoma","NY","USA","Triangle","On September 23, 2020 approximately 10:30 PM we were standing outside looking south when we see a UFO flying a very slow speed headin",NA,NA,""
"https://nuforc.org/sighting/?id=159523",NA,"Chico","CA","USA","Formation","Light Formation (with faint outline of oblong craft in between lights) in night sky",NA,NA,""
"https://nuforc.org/sighting/?id=161610",NA,"Alexandria","VA","USA","Triangle","Black Triangle UFO spotted at night over Woodrow Wilson bridge, following I-95 torwards Alexandria, VA.",NA,NA,""
"https://nuforc.org/sighting/?id=159520",NA,"Littleton","MA","USA","Orb","2 silent orbs of bright light high in the sky maintaining even spacing as they moved east to west and eventually disappearing.",NA,NA,""
"https://nuforc.org/sighting/?id=159539",NA,"Schererville","IN","USA","","ufo with red, blue, white lights moving fast. Forming different shapes and following a color pattern",NA,NA,""
"https://nuforc.org/sighting/?id=159521",NA,"Joshua Tree","CA","USA","Formation","Changing light formations in the sky. Appearing and disappearing and changing formation In the middle of the desert.",NA,NA,""
"https://nuforc.org/sighting/?id=159838",NA,"Marietta","GA","USA","Circle","I witness the same UFO David Fravor witnessed back in 2004.",NA,NA,""
"https://nuforc.org/sighting/?id=159793",NA,"Garrettsville","OH","USA","","MADAR Node 64",NA,NA,""
"https://nuforc.org/sighting/?id=160159",NA,"Railghy","NH","USA","Oval","((NUFORC Note: Witness provides no information. PD))",NA,NA,""
"https://nuforc.org/sighting/?id=159783",NA,"Reno","NV","USA","Light","Saw at least 3 white lights moving at fairly high speeds high in the sky with no sound. my little daughter first saw them and pointed t",NA,NA,""
"https://nuforc.org/sighting/?id=159476",NA,"Sultan","WA","USA","Light","4 pulsating lights in a row floating accross mountain top then disappeared.It was about 4 minutes then just disappeared.",NA,NA,""
"https://nuforc.org/sighting/?id=159697",NA,"Cave Creek","AZ","USA","Circle","Ufo spotted just before storm",NA,NA,""
"https://nuforc.org/sighting/?id=159522",NA,"San Clemente","CA","USA","Circle","Was a light like a Star flying in all different direction and stopping and starting again, lyrically at time then straight forward and",NA,NA,""
"https://nuforc.org/sighting/?id=159517",NA,"Hendersonville","TN","USA","Formation","Several shape shifting lights in formation at times above Old Hickory Lake for about 90 minutes or better. At times the lights would pu",NA,NA,""
"https://nuforc.org/sighting/?id=159988",NA,"Windham","NH","USA","Triangle","2nd sighting triangular shape aircraft saw location!",NA,NA,""
"https://nuforc.org/sighting/?id=159483",NA,"Medina","OH","USA","Circle","Small object near crescent moon moving rapidly across the sky.",NA,NA,""
"https://nuforc.org/sighting/?id=159484",NA,"Montreal (Canada)","QC","Canada","Fireball","Bright white light moving at extreme speeds",NA,NA,""
"https://nuforc.org/sighting/?id=159487",NA,"Gunnison","CO","USA","Cross","At 4:10am this morning i went to close the window and saw a cross shaped ufo one mile away hovering about 50 feet above a ridge. I liv",NA,NA,""
"https://nuforc.org/sighting/?id=159489",NA,"Wharton","PA","USA","Sphere","Small floating object observed at very close proximity. Intermittent lights and movement.",NA,NA,""
"https://nuforc.org/sighting/?id=159477",NA,"Vernon Hills","IL","USA","Light","Green ball of light blasts forward and disappears in Vernon Hills, Illinois.",NA,NA,""
"https://nuforc.org/sighting/?id=168126",NA,"Ogden","UT","USA","Changing","A bright round light that turned into three or four separate the lights and came back together",NA,NA,""
"https://nuforc.org/sighting/?id=159495",NA,"Port Saint Lucie","FL","USA","Light","Yellow round light traveling vertically and then disappeared",NA,NA,""
"https://nuforc.org/sighting/?id=159493",NA,"Cherry Hill","NJ","USA","Light","5 sphere light Traveling toward Philly 3 in. A triangle and 1 leading with 1 trailing",NA,NA,""
"https://nuforc.org/sighting/?id=159497",NA,"Linden","VA","USA","Other","witnessed countless orbs and an actual flying saucer, simply amazing.",NA,NA,""
"https://nuforc.org/sighting/?id=159787",NA,"Farmington Hills","MI","USA","","MADAR Node 144",NA,NA,""
"https://nuforc.org/sighting/?id=159512",NA,"Long Island","NY","USA","Fireball","White Flash with a Blueish Green line going downwards. ((NUFORC Note: Possibly a meteor/fireball. PD))",NA,NA,""
"https://nuforc.org/sighting/?id=159504",NA,"Depoe Bay","OR","USA","Light","from the north, at high speed, appeared an array of some 15 to 25 lights flying in a marked “V” formation. ((Starlink satellites))",NA,NA,""
"https://nuforc.org/sighting/?id=163692",NA,"Depoe Bay","OR","USA","Light","My wife and I were stargazing from a cliff above the Pacific on a very clear and moonless night tonight, when from the north, at high s",NA,NA,""
"https://nuforc.org/sighting/?id=159494",NA,"Newberlin","WI","USA","Circle","Going north on nation ave 130th looked to my left above trees line going parallel with nation ave about 200 feet off ground high rate o",NA,NA,""
"https://nuforc.org/sighting/?id=159625",NA,"Dartmouth","MA","USA","Circle","The amazing sky night phenomenal",NA,NA,""
"https://nuforc.org/sighting/?id=159510",NA,"Valley grove","WV","USA","Other","UFO mother ship stalking me and one of its smaller ships coming close",NA,NA,""
"https://nuforc.org/sighting/?id=159503",NA,"San Diego","CA","USA","Fireball","White bright light coming from ball and then floated away",NA,NA,""
"https://nuforc.org/sighting/?id=159444",NA,"Columbus","OH","USA","Oval","UFO oval seen Ohio blinking lights",NA,NA,""
"https://nuforc.org/sighting/?id=159506",NA,"Vancouver (Canada)","BC","Canada","Light","a small bright orange star",NA,NA,""
"https://nuforc.org/sighting/?id=159441",NA,"Fort Albany (Canada)","ON","Canada","Diamond","while outside our residence, three lights in a diamond shape moved erratically in the sky above our location and disappeared into the e",NA,NA,""
"https://nuforc.org/sighting/?id=159448",NA,"Virginia Beach","VA","USA","Circle","Orange glow in the sky",NA,NA,""
"https://nuforc.org/sighting/?id=159502",NA,"Post Falls","ID","USA","Light","Supposed satellite changes course after several flashes in sky",NA,NA,""
"https://nuforc.org/sighting/?id=159500",NA,"Middlefield","OH","USA","Diamond","We were coming back outside to stoke the fire and have a seat. I looked above us to the night sky to see a solitary bluish light about",NA,NA,""
"https://nuforc.org/sighting/?id=159501",NA,"Rossville","KS","USA","Changing","My friend and I saw a pink/orange light expel a dark object and then dissappear.",NA,NA,""
"https://nuforc.org/sighting/?id=159442",NA,"Everett","WA","USA","Formation","it started as three hovering, bright gold/white lights in a triangle formation just above Snohomish river/farmland. One became dim afte",NA,NA,""
"https://nuforc.org/sighting/?id=159515",NA,"Sparta","NC","USA","Other","Long bright lines in sky heading different directions, only appeared right after the sun went down.",NA,NA,""
"https://nuforc.org/sighting/?id=162003",NA,"Alberta (rural)(Canada)","AB","Canada","Other","Id like to submit a video for your assessment.",NA,NA,""
"https://nuforc.org/sighting/?id=159536",NA,"Riverton","WY","USA","Sphere","dull metallic sphere stationary in the sky for approximately 10 minutes",NA,NA,""
"https://nuforc.org/sighting/?id=162471",NA,"Garrison","NY","USA","Triangle","My wife and I went into the hot tub during a bright sunny day in September. There were no clouds in the sky. The sky was blue. We were",NA,NA,""
"https://nuforc.org/sighting/?id=159490",NA,"Joppa","MD","USA","Circle","It was in my back yard it looked like a silver balloon at first but it was moving to fast. I went in my house to get my wife to show he",NA,NA,""
"https://nuforc.org/sighting/?id=159481",NA,"Swoyersville","PA","USA","Sphere","Bright orange light in sky, moving at high rate of speed, moved toward horizon, than stopped and wandered about sky.",NA,NA,""
"https://nuforc.org/sighting/?id=159459",NA,"UK/England)","","United Kingdom","Unknown","At 4-5am Unexplained series of 20 + feint lights, in line, very high in the sky moving very fast.",NA,NA,""
"https://nuforc.org/sighting/?id=159655",NA,"Whately","MA","USA","","MADAR Node 67",NA,NA,""
"https://nuforc.org/sighting/?id=159454",NA,"Mount Laurel","NJ","USA","","Tiny lights in the shape of hockey pucks, the size of a quarter circling in my back door.",NA,NA,""
"https://nuforc.org/sighting/?id=159447",NA,"Broad Brook","CT","USA","Orb","The craft flew over my condo complex approximately one hundred meters above me traveling at around 150 miles an hour. The shape was rou",NA,NA,""
"https://nuforc.org/sighting/?id=159450",NA,"Menifee","CA","USA","Changing","Last night 9/19/20 I was in my backyard around 10:30 pm notices a bright object coming from San Diego north to Menifee where I live.",NA,NA,""
"https://nuforc.org/sighting/?id=159465",NA,"Manchester/Hooksett","NH","USA","Other","I was driving north on 93 about a mile south of the Hooksett tolls. Out of the corner of my eye I saw up over the trees to my left ove",NA,NA,""
"https://nuforc.org/sighting/?id=159456",NA,"Overland Park","KS","USA","Sphere","Spherical-ish shaped, orange light traveled from east to west overhead. Thought it might be a lantern, but it moved across the sky (ove",NA,NA,""
"https://nuforc.org/sighting/?id=159480",NA,"Blackwell","PA","USA","Light","2 Mysterious Bright orange objects Burning in the sky",NA,NA,""
"https://nuforc.org/sighting/?id=159511",NA,"Plant City","FL","USA","Chevron","Boomerang shaped craft over downtown/historic district of Plant City",NA,NA,""
"https://nuforc.org/sighting/?id=159467",NA,"Suwanee","GA","USA","Other","At Aprox 22:00 there were multiple bright red like star shaped moving objects in the sky around Suwanee town center. They were moving f",NA,NA,""
"https://nuforc.org/sighting/?id=159513",NA,"Taylors Falls","MN","USA","Light","Two bright orange fast moving objects second one 3 to 4 seconds behind the first no blinking lights, no sound.",NA,NA,""
"https://nuforc.org/sighting/?id=171141",NA,"Nottingham","NH","USA","Changing","10-minute sighting",NA,NA,"Y"
"https://nuforc.org/sighting/?id=159452",NA,"Troy","NY","USA","Light","My son and I were sitting outside in the backyard around 10:00pm. It was a clear night with no clouds and the stars aligned. We both we",NA,NA,""
"https://nuforc.org/sighting/?id=159458",NA,"Elkhart","IN","USA","Light","I was watching out the window for daughter to come home from her date and seen a large, bright streak of light flash in the sky. It wa",NA,NA,""
"https://nuforc.org/sighting/?id=159471",NA,"St. Clair","MI","USA","Sphere","My girlfriend and I were outside and have witnessed the same thing in the sky two evenings in a row flying East towards Canada from whe",NA,NA,""
"https://nuforc.org/sighting/?id=159466",NA,"Forked River","NJ","USA","Light","Fast moving object caught on iPhone not hoax",NA,NA,""
"https://nuforc.org/sighting/?id=159463",NA,"Lacey","WA","USA","Other","The light appeared over neighbors home to the west moved forward towards us 1” in sky measurement. Disappeared. The light turned back o",NA,NA,""
"https://nuforc.org/sighting/?id=159472",NA,"Pompano Beach","FL","USA","Light","Ball of light",NA,NA,""
"https://nuforc.org/sighting/?id=159550",NA,"Grafton","WI","USA","Other","7 sided bright object, zero sound, straight flight path",NA,NA,""
"https://nuforc.org/sighting/?id=159446",NA,"Pickerington","OH","USA","Disk","UFO in sky observed from Pickerington, Ohio. Seems to be due East of Pickerington. Possibly over Baltimore or Buckeye Lake area.",NA,NA,""
"https://nuforc.org/sighting/?id=159473",NA,"Massapequa","NY","USA","Light","White dot flew across the sky very high up very fast, direction heading north east Nassau/Suffolk border.",NA,NA,""
"https://nuforc.org/sighting/?id=159453",NA,"New York City (Brooklyn)","NY","USA","Other","Mother and daughter see a ""flock"" of flashing blue lights traveling over Brooklyn",NA,NA,""
"https://nuforc.org/sighting/?id=159474",NA,"Newark","NJ","USA","Oval","Clear Blue sky no clouds Star-like silver object fading in and out visible for 1 minute or 2 then disappeared.",NA,NA,""
"https://nuforc.org/sighting/?id=171730",NA,"","NV","USA","Circle","Spotted while flying over Nevada. UFO was flying back and forth under right wing of plane.",NA,NA,"Y"
"https://nuforc.org/sighting/?id=159647",NA,"Jonesboro","AR","USA","","MADAR Node 143",NA,NA,""
"https://nuforc.org/sighting/?id=159426",NA,"Lockport","IL","USA","Other","((NUFORC Note: Source of report provides no detailed information about the sighting. PD))",NA,NA,""
"https://nuforc.org/sighting/?id=159470",NA,"Fort Wayne","IN","USA","Sphere","3 orange lights",NA,NA,""
"https://nuforc.org/sighting/?id=161952",NA,"Fond du lac","WI","USA","Disk","Me and two friends were getting ready to go into a grocery store and disc shaped object with m no lights or engine sounds which lasted",NA,NA,""
"https://nuforc.org/sighting/?id=160904",NA,"St Petersburg","FL","USA","Other","Look in the night sky a little ways out from the moon there is a weird 3 light that's orange or goldish in color but doesn't look like",NA,NA,""
"https://nuforc.org/sighting/?id=159664",NA,"Furlong","PA","USA","","MADAR Node 38",NA,NA,""
"https://nuforc.org/sighting/?id=159796",NA,"Ajax (Canada)","ON","Canada","","MADAR Node 41",NA,NA,""
