"details","date","city","state","country","shape","summary","report_date","posted_date","image"
"https://nuforc.org/sighting/?id=165590",NA,"Lumberton","NC","USA","Triangle","I was traveling North bound on I95 on 29 NOV 21 at approximately 4am EST and witnessed a triangle shaped object, slowly flying south",NA,NA,""
"https://nuforc.org/sighting/?id=166290",NA,"Buffalo","NY","USA","","MADAR Node 184",NA,NA,""
"https://nuforc.org/sighting/?id=165622",NA,"Absecon","NJ","USA","Chevron","Witness a triangular shaped object fly over my home on November 30, 2001 approximately 12:30-1:00 am. Crystal clear night sky.",NA,NA,"Y"
"https://nuforc.org/sighting/?id=170683",NA,"North Highlands","CA","USA","Changing","This anomaly appeared to be a very large living creature that communicated with me and a person that was present",NA,NA,""
"https://nuforc.org/sighting/?id=166291",NA,"Buffalo","NY","USA","","MADAR Node 184",NA,NA,""
"https://nuforc.org/sighting/?id=165599",NA,"Des Moines","IA","USA","Rectangle","Driving at night and saw a large rectangular ""float"""" in the sky moving slowly noiseless. Bright lights clearly defined the ufo. 3min",NA,NA,""
"https://nuforc.org/sighting/?id=166299",NA,"Walla Walla","WA","USA","","MADAR Node 130",NA,NA,""
"https://nuforc.org/sighting/?id=166298",NA,"Newburgh","IN","USA","","MADAR Node 142",NA,NA,""
"https://nuforc.org/sighting/?id=165587",NA,"Las Vegas","NV","USA","Unknown","Light in the sky followed by aircraft coming in from multiple directions.",NA,NA,""
"https://nuforc.org/sighting/?id=166265",NA,"Evansville","IN","USA","","MADAR Node 153",NA,NA,""
"https://nuforc.org/sighting/?id=166272",NA,"Pine City","NY","USA","","MADAR Node 82",NA,NA,""
"https://nuforc.org/sighting/?id=165834",NA,"Lennox","MA","USA","Circle","low, slow, disk, with orange lights floated over our heads, went a mile out and hovered in place.",NA,NA,""
"https://nuforc.org/sighting/?id=165766",NA,"Upper Nation Twp","PA","USA","","I've seen this online. Over Mexico. Very similar",NA,NA,"Y"
"https://nuforc.org/sighting/?id=165583",NA,"Menifee","CA","USA","Sphere","Thee fast moving orange objects passed over Perris Ca airport, over Menifee and continued toward the west southwest",NA,NA,""
"https://nuforc.org/sighting/?id=165582",NA,"Rockaway","NJ","USA","Orb","Seen while driving down the road.",NA,NA,""
"https://nuforc.org/sighting/?id=165573",NA,"port angeles","WA","USA","Light","I woke up at 2:00 AM and was not able to go back to sleep when I sat in front of my window facing the mountains I saw 3 lights",NA,NA,""
"https://nuforc.org/sighting/?id=165584",NA,"San Francisco","CA","USA","Light","Large flash lit up entire night sky",NA,NA,""
"https://nuforc.org/sighting/?id=165570",NA,"Dandridge","TN","USA","Sphere","Enormous orange light hovering then disappearing",NA,NA,"Y"
"https://nuforc.org/sighting/?id=165869",NA,"Swift Creek, south of Raleigh","NC","USA","Other","Five pulsing green lights and a large object that blocked out much of the sky, followed for five minutes",NA,NA,"Y"
"https://nuforc.org/sighting/?id=165617",NA,"Sebring","FL","USA","Light","Witnessed 3 white lights interacting while star gazing then witnessed a ball of light appear at ground level, photos taken",NA,NA,"Y"
"https://nuforc.org/sighting/?id=165589",NA,"Chandler","AZ","USA","Circle","Fireball that changed direction",NA,NA,""
"https://nuforc.org/sighting/?id=165572",NA,"Carmichael","CA","USA","Orb","Orange fireball that hovered and moved like and aircraft and then vanished",NA,NA,"Y"
"https://nuforc.org/sighting/?id=165832",NA,"Apex/Cary","NC","USA","Changing","Object in Sky in Cary, NC",NA,NA,""
"https://nuforc.org/sighting/?id=165568",NA,", Florissant, MO 63033","MO","USA","Chevron","I saw 3 points of light 2 white and one red, the 2 white lights were on the ends and the red in the middle.",NA,NA,""
"https://nuforc.org/sighting/?id=166267",NA,"Jonesboro","AR","USA","","MADAR Node 143",NA,NA,""
"https://nuforc.org/sighting/?id=165728",NA,"Big Coppitt","FL","USA","Circle","Roundish orange colored object moving parallel to ground constant speed no sound",NA,NA,"Y"
"https://nuforc.org/sighting/?id=165576",NA,"Jenner","CA","USA","Circle","Driving at night, two orange/yellow circle lights appeared high in the sky for about 10sec, stationary, then suddenly turned off",NA,NA,""
"https://nuforc.org/sighting/?id=166269",NA,"Boise","ID","USA","","MADAR Node 111",NA,NA,""
"https://nuforc.org/sighting/?id=165683",NA,"","NC","USA","","This is a recurring sighting for me of an orb-like object.",NA,NA,"Y"
"https://nuforc.org/sighting/?id=165565",NA,"Huntington","VT","USA","Light","Circular light illuminating behind clouds, darted off at very high speed, reappeared and darted off again several times.",NA,NA,""
"https://nuforc.org/sighting/?id=167007",NA,"Delta","CO","USA","Circle","A circular craft was flying low paralleling my car on the highway.",NA,NA,""
"https://nuforc.org/sighting/?id=166279",NA,"Swayze","IN","USA","","MADAR Node 22",NA,NA,""
"https://nuforc.org/sighting/?id=168733",NA,"San Diego","CA","USA","Disk","Ship follow about thirty feet from our rear stableiser stableiser",NA,NA,""
"https://nuforc.org/sighting/?id=165571",NA,"Bear Creek","NC","USA","Diamond","Bright diamond light with triangle lights extending outward",NA,NA,""
"https://nuforc.org/sighting/?id=165559",NA,"New Smyrna Beach","FL","USA","Chevron","We saw a floating V-shaped object flying along the Atlantic coast at night.",NA,NA,""
"https://nuforc.org/sighting/?id=165718",NA,"Surprise","AZ","USA","Circle","It was bright oval shape, I have a vidio of 2",NA,NA,""
"https://nuforc.org/sighting/?id=173744",NA,"Cuvina","CA","USA","Fireball","Watched and recorded three craft overhead and another catching up and also dlying overhead on Thanksgiving Eve 2021.",NA,NA,"Y"
"https://nuforc.org/sighting/?id=165561",NA,"New London Township","PA","USA","Light","Many slow-moving orange lights flying north-east into a cloud over Pennsylvania",NA,NA,"Y"
"https://nuforc.org/sighting/?id=176075",NA,"Heber City","UT","USA","Sphere","Witnessed a metallic disc or sphere traveling East to West.",NA,NA,""
"https://nuforc.org/sighting/?id=166273",NA,"Grand Junction","CO","USA","","MADAR Node 75",NA,NA,""
"https://nuforc.org/sighting/?id=166268",NA,"Newburgh","IN","USA","","MADAR Node 142",NA,NA,""
"https://nuforc.org/sighting/?id=166188",NA,"Waynesville","NC","USA","Other","Appears in three photos when night mode turned o the weird cloud of mist and color is in last picture where a dark area was in previous",NA,NA,"Y"
"https://nuforc.org/sighting/?id=165558",NA,"Canterbury","CT","USA","Light","Super bright light but moving",NA,NA,""
"https://nuforc.org/sighting/?id=166278",NA,"Towsan","MD","USA","","MADAR Node 31",NA,NA,""
"https://nuforc.org/sighting/?id=171810",NA,"Derry","PA","USA","Other","I sighted a C shape 8 foot tall partly cloaked craft silently hovering next to a telephone pole.",NA,NA,"Y"
"https://nuforc.org/sighting/?id=165556",NA,"Camden","DE","USA","Circle","High rate of speed and sudden stop and back to a high rate of speed",NA,NA,""
"https://nuforc.org/sighting/?id=167609",NA,"MIDWAY ATOLL","-","USA","Fireball","We were sitting outside at Midway Atoll in the middle of the Pacific Ocean when someone shout out , look there is a plane.",NA,NA,""
"https://nuforc.org/sighting/?id=166261",NA,"Sebastian","FL","USA","Light","Two independently moving orange, fireball like, lights. Rapidly flying along a storm cloud, without making a sound.",NA,NA,""
"https://nuforc.org/sighting/?id=166271",NA,"New York","NY","USA","","MADAR Node 85",NA,NA,""
"https://nuforc.org/sighting/?id=166270",NA,"Boise","ID","USA","","MADAR Node 111",NA,NA,""
"https://nuforc.org/sighting/?id=173039",NA,"Watertown","WI","USA","Rectangle","Clear night got a clear sight",NA,NA,""
"https://nuforc.org/sighting/?id=165563",NA,"New Gloucester","ME","USA","Light","Woke to a light that wasn’t moving like a plane too close to be a star just hovering for hours",NA,NA,""
"https://nuforc.org/sighting/?id=165555",NA,"BirchBay","WA","USA","Circle","Flickering ball of light dancing around then moving strangely no sound",NA,NA,"Y"
"https://nuforc.org/sighting/?id=165548",NA,"Greencastle PA","PA","USA","Chevron","While walking my dog on our farm I noticed unusual bright objects in the night sky.",NA,NA,""
"https://nuforc.org/sighting/?id=171612",NA,"Greenbelt","MD","USA","Triangle","Squadron of 12 triangular objects flying in linear formation",NA,NA,""
"https://nuforc.org/sighting/?id=165551",NA,"Walnut Shade","MO","USA","Light","Moving and hovering lighs",NA,NA,""
"https://nuforc.org/sighting/?id=165577",NA,"Becker’s Corner","MA","USA","Formation","Clump of stationary lights, changed shape as drove by.",NA,NA,""
"https://nuforc.org/sighting/?id=165545",NA,"Tuftonboro","NH","USA","Light","Blinking Light",NA,NA,""
"https://nuforc.org/sighting/?id=165580",NA,"Wheatfield Twp.","MI","USA","Sphere","Large sphere of blue light passed above the neighborhood.",NA,NA,""
"https://nuforc.org/sighting/?id=165543",NA,"Washington","PA","USA","Triangle","Triangle craft 2 red lights multiple green lights hovering approximately 150 ft",NA,NA,""
"https://nuforc.org/sighting/?id=165544",NA,"Hondo","TX","USA","Circle","GLOWING orange balls in V shape format moving slowing. They stayed in format but changed shape and i saw 3 more single after the first",NA,NA,"Y"
"https://nuforc.org/sighting/?id=165549",NA,"Staten Island","NY","USA","Triangle","Three bright orbs in a triangle formation seen in the sky, during the span of one hour.",NA,NA,"Y"
"https://nuforc.org/sighting/?id=165542",NA,"Plymouth","MA","USA","Orb","2 white orbs",NA,NA,""
"https://nuforc.org/sighting/?id=165567",NA,"Aldan","PA","USA","Circle","Bright and highly visible right between the trees in my backyard. Hovering and made no sound.",NA,NA,""
"https://nuforc.org/sighting/?id=168233",NA,"Muncie","IN","USA","Sphere","It was a big grayish metal looking ball flying around us I'm different directions before it left the area in a straight line.",NA,NA,""
"https://nuforc.org/sighting/?id=167627",NA,"Miami Gardens","FL","USA","Light","We have eight images of UFO that we saw in the backyard",NA,NA,"Y"
"https://nuforc.org/sighting/?id=166266",NA,"Norwood","NJ","USA","","MADAR Node 145",NA,NA,""
"https://nuforc.org/sighting/?id=166276",NA,"Garrettsville","OH","USA","","MADAR Node 64",NA,NA,""
"https://nuforc.org/sighting/?id=165539",NA,"Memphis","TN","USA","Light","Fast moving UFO sighted",NA,NA,""
"https://nuforc.org/sighting/?id=165535",NA,"Benton","LA","USA","Light","Craft moving and slightly wiggling left to right traveling in one direction",NA,NA,""
"https://nuforc.org/sighting/?id=166072",NA,"Chicopee","MA","USA","Other","Square white and light gray object circling in and out of the clouds.",NA,NA,"Y"
"https://nuforc.org/sighting/?id=165552",NA,"Montreal","QC","Canada","Other","Green orb morphing into a spaceship right out of the Independence Day",NA,NA,"Y"
"https://nuforc.org/sighting/?id=166264",NA,"Syracuse","NY","USA","","MADAR Node 164",NA,NA,""
"https://nuforc.org/sighting/?id=165534",NA,"Placitas","NM","USA","Cylinder","Oblong shaped flying object",NA,NA,""
"https://nuforc.org/sighting/?id=165526",NA,"Seaside","OR","USA","Light","Flashing lights East of seaside or",NA,NA,""
"https://nuforc.org/sighting/?id=166277",NA,"Mobile","AL","USA","","MADAR Node 63",NA,NA,""
"https://nuforc.org/sighting/?id=165537",NA,"Surfside","FL","USA","Circle","1 large orange yellow glowing circle. Stationary at first. Roughly 15 stories in the sky. Jumped directly to side 2 times.",NA,NA,""
"https://nuforc.org/sighting/?id=172948",NA,"Bempton Bridlington","","United Kingdom","Changing","A great experience",NA,NA,"Y"
"https://nuforc.org/sighting/?id=166275",NA,"Whately","MA","USA","","MADAR Node 67",NA,NA,""
"https://nuforc.org/sighting/?id=166274",NA,"St. Louis","MO","USA","","MADAR Node 70",NA,NA,""
"https://nuforc.org/sighting/?id=165522",NA,"Claycomo","MO","USA","Circle","Circular object moving in NE direction. No sound or engine noise detected.",NA,NA,"Y"
"https://nuforc.org/sighting/?id=165524",NA,"Madero (Mexico)","Tamaulipas","Mexico","","cluster of about 18 lights",NA,NA,"Y"
"https://nuforc.org/sighting/?id=165521",NA,"Abingdon","VA","USA","Light","About 6 very bright lights in sky",NA,NA,""
"https://nuforc.org/sighting/?id=165513",NA,"Vacaville","CA","USA","Disk","Was in my car waiting for my mother to come back from the stores and saw a star shape start to move slowly then accelerated further",NA,NA,""
"https://nuforc.org/sighting/?id=165520",NA,"Little Rock","AR","USA","Light","Lights above clouds moving",NA,NA,"Y"
"https://nuforc.org/sighting/?id=165528",NA,"Sioux Falls","SD","USA","Changing","Silent black mass moved silently above residential home, appeared boomerang shaped but video suggests cigar/changing. Moved Southeast.",NA,NA,"Y"
"https://nuforc.org/sighting/?id=166220",NA,"","VA","USA","Rectangle","Saw one, but identified up to three possible UAPs while on a United Airlines flight over Virginia",NA,NA,"Y"
"https://nuforc.org/sighting/?id=165541",NA,"Hatboro","PA","USA","Other","While filming 2 Fighter Jets, an object appeared in frame headed toward one of the Fighter Jets.",NA,NA,"Y"
"https://nuforc.org/sighting/?id=165527",NA,"Eureka","CA","USA","Disk","Dome shaped craft glided east from the Pacific.",NA,NA,""
"https://nuforc.org/sighting/?id=166435",NA,"Lordsburg and Silver City (between)","NM","USA","Circle","Observed a very large, iridescent, green, ball fall from sky and disappear behind a mountain range to my right as I was driving north.",NA,NA,""
"https://nuforc.org/sighting/?id=165514",NA,"Dubois","PA","USA","Circle","3 circular craft flying in a circle pattern in 2 locations",NA,NA,""
"https://nuforc.org/sighting/?id=167340",NA,"TACOMA","WA","USA","Light","7 UFOS HOVERING AND CHANGING COLORS FLYING STRAIGHT INTO THE AIR",NA,NA,"Y"
"https://nuforc.org/sighting/?id=165516",NA,"Tacoma","WA","USA","Formation","Started as 7 lights coming from lower horizon, moved up formed a triangle and then up and disappeared.",NA,NA,""
"https://nuforc.org/sighting/?id=165515",NA,"Lincoln City","OR","USA","Light","Did anyone else see a green and red light darting around the sky at about 6:30 to 7 PM on Sat. the 20th of Nov. in Lincoln City, OR?",NA,NA,""
"https://nuforc.org/sighting/?id=165529",NA,"Sacramento","CA","USA","Unknown","reddish light",NA,NA,""
"https://nuforc.org/sighting/?id=165695",NA,"Dry Ridge","KY","USA","Cigar","Noticed something and took a picture",NA,NA,"Y"
"https://nuforc.org/sighting/?id=165532",NA,"Nampa","ID","USA","Circle","Smoke trails and hovering objects",NA,NA,"Y"
"https://nuforc.org/sighting/?id=165592",NA,"Dry Ridge","KY","USA","Cigar","Saw something in the sky while sitting in the drive thru and took a picture",NA,NA,"Y"
"https://nuforc.org/sighting/?id=170413",NA,"Nampa","ID","USA","Changing","Small craft with smoke trails and extraordinary maneuvers",NA,NA,"Y"
"https://nuforc.org/sighting/?id=165512",NA,"Rapid City","SD","USA","Triangle","I saw several crafts move both quickly and remain stationary.",NA,NA,""
"https://nuforc.org/sighting/?id=165933",NA,"Oaklandon","IN","USA","","MADAR Node 87",NA,NA,""
"https://nuforc.org/sighting/?id=165928",NA,"Pine Bush","NY","USA","","MADAR Node 165",NA,NA,""
"https://nuforc.org/sighting/?id=165525",NA,"Willow","AK","USA","Unknown","I told my son not to shoot it that it was bigger than us.",NA,NA,""
"https://nuforc.org/sighting/?id=168044",NA,"Oakdale","CA","USA","Changing","I saw this bright red light that began changing its figure, comming out of a invincible UFO.",NA,NA,""
"https://nuforc.org/sighting/?id=165927",NA,"Elizabethtown","NY","USA","","MADAR Node 168",NA,NA,""
"https://nuforc.org/sighting/?id=165935",NA,"Youngstown","OH","USA","","MADAR Node 73",NA,NA,""
"https://nuforc.org/sighting/?id=165859",NA,"Near Mt. Vernon","ME","USA","Sphere","Spherical object which ejected a total of 10 smaller spheres, which disintegrated",NA,NA,""
"https://nuforc.org/sighting/?id=165553",NA,"Ward","AR","USA","Unknown","I was taking a picture of the moon because of the lunar eclipse. I didn't notice the object until I looked at my photo later.",NA,NA,"Y"
"https://nuforc.org/sighting/?id=166190",NA,"Lakeville","MN","USA","Chevron","l",NA,NA,"Y"
"https://nuforc.org/sighting/?id=165963",NA,"Springfield","MO","USA","","Large V-shaped object observed during eclipse",NA,NA,""
"https://nuforc.org/sighting/?id=165964",NA,"Columbia","MO","USA","Other","Black thing and saucer observed in the morning sky, video taken. ((NUFORC Note: MUFON CMS report. PD))",NA,NA,""
"https://nuforc.org/sighting/?id=166197",NA,"Lansing","IL","USA","Circle","Taking pics of sky as I usually do",NA,NA,"Y"
"https://nuforc.org/sighting/?id=166720",NA,"Ward","AR","USA","Unknown","Photo. ((NUFORC Note: Possibly a lens flare?? PD))",NA,NA,"Y"
"https://nuforc.org/sighting/?id=166226",NA,"Albuquerque","NM","USA","Light","It looked like a very large, slow satellite, and then it disappeared.",NA,NA,""
"https://nuforc.org/sighting/?id=170634",NA,"Cordesville","SC","USA","Orb","I saw an orb of light that swung as if on a pendulum and it's appearance caused the entire forest to go quiet.",NA,NA,""
"https://nuforc.org/sighting/?id=166049",NA,"Hurley","WI","USA","Triangle","My kids and I witnessed an object maybe 100 feet above us.",NA,NA,"Y"
"https://nuforc.org/sighting/?id=170247",NA,"Houston","TX","USA","Light","I was taking pictures of the eclipse when I saw it.",NA,NA,"Y"
"https://nuforc.org/sighting/?id=165530",NA,"Katy","TX","USA","Oval","White, sometimes shiny oval object flying into the clouds.",NA,NA,""
"https://nuforc.org/sighting/?id=165937",NA,"Kansas City","MO","USA","","MADAR Node 40",NA,NA,""
"https://nuforc.org/sighting/?id=165965",NA,"Liberty","MO","USA","Triangle","40-50' off the ground, triangle-shaped heading west.",NA,NA,""
"https://nuforc.org/sighting/?id=165930",NA,"Jonesboro","AR","USA","","MADAR Node 143",NA,NA,""
"https://nuforc.org/sighting/?id=165800",NA,"Phoenixville","PA","USA","Triangle","Noiseless, triangular craft spotted flying low over Phoenixville, PA parking lot",NA,NA,""
"https://nuforc.org/sighting/?id=166235",NA,"Stony Point","NY","USA","Formation","Formation pattern of 8 red objects.",NA,NA,"Y"
"https://nuforc.org/sighting/?id=166042",NA,"Houston","TX","USA","Diamond","Went outside looked up there was a huge space craft floating in the air took off right away. All I seen after was a streak of light",NA,NA,""
"https://nuforc.org/sighting/?id=166116",NA,"Branford","CT","USA","","Saw same object maybe 3-4 times at same times each night",NA,NA,"Y"
"https://nuforc.org/sighting/?id=165801",NA,"Tehachapi","CA","USA","Triangle","Silent triangular flying object with flashing red lights",NA,NA,""
"https://nuforc.org/sighting/?id=165536",NA,"Brunswick","OH","USA","Circle","I was shooting a simple 49 second video of myself playing electric guitar in my back, at 11 seconds into the video the object appears.",NA,NA,""
"https://nuforc.org/sighting/?id=165931",NA,"Newburgh","IN","USA","","MADAR Node 142",NA,NA,""
"https://nuforc.org/sighting/?id=173812",NA,"CORAL SPRING","FL","USA","Light","IM THEY TARGET HARM HURT ABUSE DOMESTICO ALL WAYS ABUSO ANIMAL SICK BEHAVOR",NA,NA,""
"https://nuforc.org/sighting/?id=178485",NA,"Daytona Beach","FL","USA","Circle","It’s been a constant thing here I don’t know why but I’ve witnessed it multiple times",NA,NA,"Y"
"https://nuforc.org/sighting/?id=165934",NA,"Grand Junction","CO","USA","","MADAR Node 75",NA,NA,""
"https://nuforc.org/sighting/?id=165788",NA,"Plant city","FL","USA","Light","3 massive orange lights that seemed to be in a triangle formation moving slowly to my left, they werent to high up as they moved behind",NA,NA,""
"https://nuforc.org/sighting/?id=165795",NA,"Elgin","IL","USA","Orb","2 stationary orange orbs, different heights, suddenly vanished",NA,NA,""
"https://nuforc.org/sighting/?id=165799",NA,"West Jordan","UT","USA","Circle","We went outside and saw a bright light that wasn’t moving over Oquirrh Mountains. It wasn’t a star because it was too bright and big. W",NA,NA,""
"https://nuforc.org/sighting/?id=165794",NA,"Monee","IL","USA","Oval","Two flying objects trailing smoke, suddenly disappear.",NA,NA,""
"https://nuforc.org/sighting/?id=165796",NA,"Plant City","FL","USA","Light","Grouping of small bright orange lights seen in Hillsborough County, Florida",NA,NA,""
"https://nuforc.org/sighting/?id=172437",NA,"Stratford","CT","USA","Sphere","Orbs in patterns",NA,NA,"Y"
"https://nuforc.org/sighting/?id=165620",NA,"Lake worth","FL","USA","Circle","Bright light moving fast erratic and hard to get phone",NA,NA,"Y"
"https://nuforc.org/sighting/?id=165797",NA,"Lincoln City","OR","USA","Egg","Very bright object moved west then moved straight back stayed",NA,NA,""
"https://nuforc.org/sighting/?id=167379",NA,"Liberty","PA","USA","Changing","It’s a series of lights that would always go back to being a triangle.",NA,NA,"Y"
"https://nuforc.org/sighting/?id=165603",NA,"Atlanta","GA","USA","Unknown","Long white trail moving across the sky",NA,NA,"Y"
"https://nuforc.org/sighting/?id=173310",NA,"Colorado Springs","CO","USA","Changing","A 'star' faded and changed into a cigar-shaped object.",NA,NA,""
"https://nuforc.org/sighting/?id=165591",NA,"Piriapolis","Maldonado Department","Uruguay","Other","The object was not noticed at the moment of taking the photograph, but only when it was enlarged.",NA,NA,"Y"
"https://nuforc.org/sighting/?id=165936",NA,"Garrettsville","OH","USA","","MADAR Node 64",NA,NA,""
"https://nuforc.org/sighting/?id=165775",NA,"Auburndale","FL","USA","Circle","Huge Bright Moving Moon",NA,NA,""
"https://nuforc.org/sighting/?id=166310",NA,"Conroe","TX","USA","Light","There was a very dim light moving extremely fast while star gazing. It headed north east and shot up fast shortly after leaving my view",NA,NA,""
"https://nuforc.org/sighting/?id=168607",NA,"Yelm","WA","USA","Circle","A low flying, silent craft I could see inside of, one silver clad human shape, a red chair. Door opening and closing.",NA,NA,""
"https://nuforc.org/sighting/?id=165244",NA,"West Jordan","UT","USA","Light","flashing green light zig zagging across the sky and making a humming noise as it flew over me.",NA,NA,""
"https://nuforc.org/sighting/?id=165564",NA,"Santa Cruz","CA","USA","Triangle","SINCE OCTOBER 29TH, A PAIR OF LIGHTS HAVE RETURNED TO SANTA CRUZ EACH NIGHT. THEY DO NOT APPEAR OR BEHAVE AS PLANETS",NA,NA,"Y"
"https://nuforc.org/sighting/?id=173760",NA,"Norfolk","VA","USA","Other","Huge craft, size of a building (2ish football fields). Silent hovering over the highway in and out of clouds. No attempt to conceal.",NA,NA,""
"https://nuforc.org/sighting/?id=165938",NA,"Spokane","WA","USA","","MADAR Node 37",NA,NA,""
"https://nuforc.org/sighting/?id=166681",NA,"Greenville","SC","USA","Sphere","S-W 7 or so white sphere's playing in mid air moving from side to side like disappearing and reappearing back and forth up and down.",NA,NA,"Y"
"https://nuforc.org/sighting/?id=165932",NA,"Largo","FL","USA","","MADAR Node 140",NA,NA,""
"https://nuforc.org/sighting/?id=165929",NA,"Rio Ranco","NM","USA","","MADAR Node 161",NA,NA,""
"https://nuforc.org/sighting/?id=176875",NA,"Jupiter","MO","USA","Triangle","Translucent silent triangle craft went right over me",NA,NA,""
"https://nuforc.org/sighting/?id=173340",NA,"Rural Doornkop, Mpumalanga","Mpumalanga","South Africa","Cigar","After a huge storm, sky started to clear. No electricity. We moved outside to light a fire. Suddenly, this object appeared",NA,NA,"Y"
"https://nuforc.org/sighting/?id=165241",NA,"Hemet","CA","USA","Light","Amber/Orange sphere witness at evening outdoor birthday party South of Hemet,Ca",NA,NA,""
"https://nuforc.org/sighting/?id=168573",NA,"saint augustine","FL","USA","Circle","I witnessed what appeared to be a flying disk hovering and what appeared to be a projectile fired at it.",NA,NA,"Y"
"https://nuforc.org/sighting/?id=165790",NA,"San Clemente","CA","USA","Orb","Orange/Red Orb above Trestles in San Clemente, CA",NA,NA,""
"https://nuforc.org/sighting/?id=165231",NA,"Dunedin","FL","USA","Flash","Plusating White Light coming back from Beach",NA,NA,""
"https://nuforc.org/sighting/?id=165236",NA,"Yonkers (Westchester Co.)","NY","USA","Light","Fast moving, small, bright green light sped across the southern Westchester County sky, late afternoon on Saturday November 13, 2021.",NA,NA,""
"https://nuforc.org/sighting/?id=165562",NA,"Huntersville","NC","USA","Unknown","A white object, spherical or possibly egg shaped, was floating about as high as a plane. While I watched it, it vanished instantly.",NA,NA,""
"https://nuforc.org/sighting/?id=166564",NA,"Littleton","CO","USA","Light","""Foo Fighter"" chased by two military helicopters",NA,NA,""
"https://nuforc.org/sighting/?id=166010",NA,"Mt. Vernon","IN","USA","","MADAR Node 119",NA,NA,""
"https://nuforc.org/sighting/?id=166006",NA,"Rochester","NY","USA","","MADAR Node 162",NA,NA,""
"https://nuforc.org/sighting/?id=165221",NA,"West Hills","CA","USA","Fireball","Multiple fast traveling fireballs in the night sky.",NA,NA,""
"https://nuforc.org/sighting/?id=172898",NA,"Pittsburgh","PA","USA","Other","Watched a UFO land from my kitchen across the street entity showed up at the door",NA,NA,"Y"
"https://nuforc.org/sighting/?id=165222",NA,"Tampa","FL","USA","Disk","I was walking my dog at approximately 5:51 on a sunset in Tampa Bay I looked up in the sky and I thought it was a jet trail as I watche",NA,NA,""
"https://nuforc.org/sighting/?id=166015",NA,"Garrettsville","OH","USA","","MADAR Node 54",NA,NA,""
"https://nuforc.org/sighting/?id=165235",NA,"Hickory Creek","TX","USA","Circle","2 identical circular orange spheres traveling approximately 30 sec apart!",NA,NA,""
"https://nuforc.org/sighting/?id=166005",NA,"Portage","IN","USA","","MADAR Node 178",NA,NA,""
"https://nuforc.org/sighting/?id=165939",NA,"Freeburg","IL","USA","Unknown","Orbs that we’re hovering in one spot",NA,NA,"Y"
"https://nuforc.org/sighting/?id=165230",NA,"Gloucestershire (UK/England)","","United Kingdom","Disk","I was woken by a missed call at 11 29 last night lay in bed awake and saw a red saucer shape with surrounding light looked like the pla",NA,NA,""
"https://nuforc.org/sighting/?id=165228",NA,"Fenton","MI","USA","Circle","A triangular shape of 200 white transparent lights flew East in about 4 seconds.",NA,NA,""
"https://nuforc.org/sighting/?id=165632",NA,"Buck Creek","AB","Canada","","Low-flying, slow moving, very large at close range object",NA,NA,"Y"
"https://nuforc.org/sighting/?id=174392",NA,"Indianapolis","IN","USA","Triangle","Small cloud traveling faster than other clouds in the area sky. Suddenly drpping out of the cloud and speeding east.",NA,NA,""
"https://nuforc.org/sighting/?id=170063",NA,"Southampton","City of Southampton","United Kingdom","Unknown","Flashing behind clouds and cilindric flying object",NA,NA,""
"https://nuforc.org/sighting/?id=165538",NA,"Chesterfield","VA","USA","Triangle","Looked like red lights - could have been a craft",NA,NA,""
"https://nuforc.org/sighting/?id=165225",NA,"Como","NC","USA","","Bright white light",NA,NA,""
"https://nuforc.org/sighting/?id=165531",NA,"Rio Rancho","NM","USA","Changing","Witnessed bright object high in sky that changed colors randomly.",NA,NA,""
"https://nuforc.org/sighting/?id=165218",NA,"Manchester","NH","USA","Circle","As I went outside to get a coffee from my girlfriend who was about to pull up to her house around 730pm I looked up into the sky and sp",NA,NA,""
"https://nuforc.org/sighting/?id=165226",NA,"North Las Vegas","NV","USA","Cigar","Cigar shaped bright lite craft, dropping squrae pods multiple color.",NA,NA,""
"https://nuforc.org/sighting/?id=165220",NA,"Ventura","CA","USA","Teardrop","Bright object seen for several minutes in western sky",NA,NA,""
"https://nuforc.org/sighting/?id=166361",NA,"Bethalto","IL","USA","Other","Huge v shape with 9 lights",NA,NA,""
"https://nuforc.org/sighting/?id=173591",NA,"SAN ANTONIO","TX","USA","Fireball","2 Fireballs were stationery facing & hovering over LAFB the other 2 were off to the opposite side doing figure 8s & crossing each other",NA,NA,"Y"
"https://nuforc.org/sighting/?id=165217",NA,"Whittier","CA","USA","Other","At Around 14:20 pm I was having a conversation with a co-worker and as he walked away to speak to the supervisor, I looked at the sky b",NA,NA,""
"https://nuforc.org/sighting/?id=166018",NA,"Eads","TN","USA","","MADAR Node 32",NA,NA,""
"https://nuforc.org/sighting/?id=170615",NA,"Leavenworth","KS","USA","Circle","I was taking a video of the flyover and during review I noticed several shinny objects mimicking the aircrafts",NA,NA,"Y"
"https://nuforc.org/sighting/?id=166013",NA,"Youngstown","OH","USA","","MADAR Node 73",NA,NA,""
"https://nuforc.org/sighting/?id=165908",NA,"Columbus","GA","USA","","I saw a large v-shaped, silent thing fly over my house just below the clouds, only preceded by the sound of moving air.",NA,NA,""
"https://nuforc.org/sighting/?id=165846",NA,"Taipei (Taiwan)","Taipei","Taiwan","Egg","Accidental shoot",NA,NA,"Y"
"https://nuforc.org/sighting/?id=166007",NA,"Jonesboro","AR","USA","","MADAR Node 143",NA,NA,""
